,Date,Temperature
2066,2018/08/30,29.9
2067,2018/08/31,30.6
2068,2018/09/01,30.4
2069,2018/09/02,31.1
2070,2018/09/03,31.9
2071,2018/09/04,31.8
2072,2018/09/05,32.7
2073,2018/09/06,31.7
2074,2018/09/07,32.3
2075,2018/09/08,31.0
2076,2018/09/09,30.1
2077,2018/09/10,24.2
2078,2018/09/11,29.0
2079,2018/09/12,30.8
2080,2018/09/13,32.0
2081,2018/09/14,31.6
2082,2018/09/15,29.7
2083,2018/09/16,29.6
2084,2018/09/17,32.0
2085,2018/09/18,31.2
2086,2018/09/19,31.6
2087,2018/09/20,31.1
2088,2018/09/21,31.4
2089,2018/09/22,31.6
2090,2018/09/23,30.9
2091,2018/09/24,26.4
2092,2018/09/25,27.0
2093,2018/09/26,25.5
2094,2018/09/27,28.7
2095,2018/09/28,25.8
2096,2018/09/29,26.0
2097,2018/09/30,27.1
2098,2018/10/01,29.6
2099,2018/10/02,26.7
2100,2018/10/03,26.9
2101,2018/10/04,26.5
2102,2018/10/05,29.8
2103,2018/10/06,27.1
2104,2018/10/07,24.4
2105,2018/10/08,23.6
2106,2018/10/09,23.8
2107,2018/10/10,22.6
2108,2018/10/11,21.3
2109,2018/10/12,20.2
2110,2018/10/13,20.7
2111,2018/10/14,23.1
2112,2018/10/15,25.9
2113,2018/10/16,26.6
2114,2018/10/17,22.5
2115,2018/10/18,21.9
2116,2018/10/19,20.8
2117,2018/10/20,21.0
2118,2018/10/21,24.4
2119,2018/10/22,27.0
2120,2018/10/23,26.2
2121,2018/10/24,25.0
2122,2018/10/25,27.3
2123,2018/10/26,28.6
2124,2018/10/27,22.7
2125,2018/10/28,23.6
2126,2018/10/29,25.1
2127,2018/10/30,23.9
2128,2018/10/31,20.7
2129,2018/11/01,19.1
2130,2018/11/02,21.6
2131,2018/11/03,23.9
2132,2018/11/04,25.8
2133,2018/11/05,22.8
2134,2018/11/06,24.9
2135,2018/11/07,26.7
2136,2018/11/08,27.6
2137,2018/11/09,22.6
2138,2018/11/10,23.4
2139,2018/11/11,26.6
2140,2018/11/12,25.6
2141,2018/11/13,24.9
2142,2018/11/14,21.0
2143,2018/11/15,23.5
2144,2018/11/16,26.4
2145,2018/11/17,21.7
2146,2018/11/18,27.2
2147,2018/11/19,22.3
2148,2018/11/20,21.2
2149,2018/11/21,25.2
2150,2018/11/22,18.9
2151,2018/11/23,17.7
2152,2018/11/24,19.7
2153,2018/11/25,25.0
2154,2018/11/26,21.7
2155,2018/11/27,20.9
2156,2018/11/28,21.6
2157,2018/11/29,21.0
2158,2018/11/30,24.1
2159,2018/12/01,24.7
2160,2018/12/02,25.5
2161,2018/12/03,26.4
2162,2018/12/04,27.1
2163,2018/12/05,21.0
2164,2018/12/06,26.5
2165,2018/12/07,18.7
2166,2018/12/08,17.6
2167,2018/12/09,18.5
2168,2018/12/10,21.7
2169,2018/12/11,24.1
2170,2018/12/12,17.8
2171,2018/12/13,17.2
2172,2018/12/14,17.4
2173,2018/12/15,18.2
2174,2018/12/16,22.0
2175,2018/12/17,17.8
2176,2018/12/18,19.3
2177,2018/12/19,21.0
2178,2018/12/20,23.0
2179,2018/12/21,24.5
2180,2018/12/22,25.2
2181,2018/12/23,22.7
2182,2018/12/24,18.3
2183,2018/12/25,22.3
2184,2018/12/26,25.5
2185,2018/12/27,19.6
2186,2018/12/28,15.3
2187,2018/12/29,12.9
2188,2018/12/30,15.2
2189,2018/12/31,16.6
